MUTUAL_TYPE,sh2hk,sh2hk,sh2hk,sh2hk,sh2hk,sh2hk,sh2hk,sh2hk,sh2hk,sh2hk,sh2hk,sh2hk,sz2hk,sz2hk,sz2hk,sz2hk,sz2hk,sz2hk,sz2hk,sz2hk,sz2hk,sz2hk,sz2hk,sz2hk
,当日资金流入,当日成交净买额,当日余额,历史累计净买额,买入成交额,卖出成交额,领涨股代码,领涨股名称,领涨股涨跌幅,上证指数,上证指数涨跌幅,HOLD_MARKET_CAP,当日资金流入,当日成交净买额,当日余额,历史累计净买额,买入成交额,卖出成交额,领涨股代码,领涨股名称,领涨股涨跌幅,上证指数,上证指数涨跌幅,HOLD_MARKET_CAP
TRADE_DATE,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06,-2472.0,-3626.22,44472.0,1402540.54,6537.53,10163.75,09993.HK,金辉控股,12.86,19099.28,-0.05,2273539856871.58,-3433.0,-4503.73,45433.0,1294604.29,4790.06,9293.79,09993.HK,金辉控股,12.86,19099.28,-0.05,2279506356598.04
2023-06-07,1249.0,579.59,40751.0,1403120.13,6257.14,5677.55,00525.HK,广深铁路股份,13.43,19252.0,0.8,2286833997153.86,305.0,-338.549999999999,41695.0,1294265.74,4618.35,4956.9,00525.HK,广深铁路股份,13.43,19252.0,0.8,2292816669935.45
2023-06-08,3238.0,2601.93,38762.0,1405722.06,7926.48,5324.55,06055.HK,中烟香港,23.04,19299.18,0.25,2287147024027.86,2078.0,1445.94,39922.0,1295711.68,6436.18,4990.24,06055.HK,中烟香港,23.04,19299.18,0.25,2293118894415.87
2023-06-09,125.0,-808.83,41875.0,1404913.23,5961.7,6770.53,03896.HK,金山云,13.83,19389.95,0.47,2305392050409.14,398.0,-446.639999999999,41602.0,1295265.04,6269.02,6715.66,03896.HK,金山云,13.83,19389.95,0.47,2311440441339.28
2023-06-12,2989.0,2306.32,39011.0,1407219.55,7815.23,5508.91,02469.HK,粉笔,16.15,19404.31,0.07,2296863690321.15,2760.0,2257.98,39240.0,1297523.02,7238.82,4980.84,02469.HK,粉笔,16.15,19404.31,0.07,2302894994054.53
2023-06-13,2250.0,1489.72,39750.0,1408709.27,8478.08,6988.36,00909.HK,明源云,16.46,19521.42,0.6,2302986081032.39,2252.0,1630.76,39748.0,1299153.78,6872.2,5241.44,00909.HK,明源云,16.46,19521.42,0.6,2308995190402.57
2023-06-14,1393.0,673.599999999999,40607.0,1409382.87,6579.45,5905.85,09995.HK,荣昌生物,10.72,19408.42,-0.58,2293881618388.68,1528.0,875.88,40472.0,1300029.66,6722.81,5846.93,09995.HK,荣昌生物,10.72,19408.42,-0.58,2299848965283.55
2023-06-15,-2288.0,-3763.22,44288.0,1405619.65,8395.78,12159.0,01952.HK,云顶新耀-B,54.01,19828.92,2.17,2339099324556.98,-2203.0,-3501.69,44203.0,1296527.97,7071.94,10573.63,01952.HK,云顶新耀-B,54.01,19828.92,2.17,2345137925943.24
2023-06-16,-3802.0,-5316.66,45802.0,1400302.99,7499.28,12815.94,02252.HK,微创机器人-B,13.83,20040.37,1.07,2365614624332.6,-2980.0,-4309.45,44980.0,1292218.52,6792.72,11102.17,02252.HK,微创机器人-B,13.83,20040.37,1.07,2371780185581.9
2023-06-19,4208.0,3485.1,37792.0,1403788.09,10825.98,7340.88,01357.HK,美图公司,21.28,19912.89,-0.64,2346628862114.33,4169.0,3620.76,37831.0,1295839.28,9805.72,6184.96,01357.HK,美图公司,21.28,19912.89,-0.64,2352709143747.45
2023-06-20,-849.0,-1935.5,42849.0,1401852.59,7471.04,9406.54,01952.HK,云顶新耀-B,27.31,19607.08,-1.54,2298159695829.97,-188.0,-1017.63,42188.0,1294821.65,6759.34,7776.97,01952.HK,云顶新耀-B,27.31,19607.08,-1.54,2304157767455.11
2023-06-21,-160.0,-1164.25,42160.0,1400688.34,7106.45,8270.7,00187.HK,京城机电股份,15.73,19218.35,-1.98,2249510402548.39,-1195.0,-2098.33,43195.0,1292723.32,5782.45,7880.78,00187.HK,京城机电股份,15.73,19218.35,-1.98,2255357479760.77
2023-06-26,2095.0,1410.73,39905.0,1402099.07,6878.9,5468.17,02158.HK,医渡科技,15.76,18794.13,-0.51,2203367018758.68,2391.0,1782.61,39609.0,1294505.93,7273.64,5491.03,02158.HK,医渡科技,15.76,18794.13,-0.51,2209133399086.54
2023-06-27,-3128.0,-4350.5,45128.0,1397748.57,5208.17,9558.67,00187.HK,京城机电股份,12.59,19148.13,1.88,2242290515092.71,-2007.0,-3008.58,44007.0,1291497.35,4907.96,7916.54,00187.HK,京城机电股份,12.59,19148.13,1.88,2248102845551.19
2023-06-28,3896.0,3326.26,38104.0,1401074.83,7577.93,4251.67,09868.HK,小鹏汽车-W,11.18,19172.05,0.12,2243532663482.99,4372.0,3983.02,37628.0,1295480.37,7756.79,3773.77,09868.HK,小鹏汽车-W,11.18,19172.05,0.12,2249362443346.22
2023-06-29,-545.0,-1379.61,42545.0,1399695.22,4614.44,5994.05,01952.HK,云顶新耀-B,18.51,18934.36,-1.24,2222264170933.44,-1395.0,-2208.96,43395.0,1293271.41,4274.62,6483.58,01952.HK,云顶新耀-B,18.51,18934.36,-1.24,2228019521032.03
2023-06-30,870.0,108.099999999999,41130.0,1399803.32,4981.4,4873.3,02252.HK,微创机器人-B,15.99,18916.43,-0.09,2234400726162.25,2121.0,1556.72,39879.0,1294828.13,5540.55,3983.83,02252.HK,微创机器人-B,15.99,18916.43,-0.09,2240182502471.34
2023-07-03,-785.0,-1876.58,42785.0,1397926.74,6988.4,8864.98,01057.HK,浙江世宝,16.57,19306.59,2.06,2279617076704.6,615.0,-150.36,41385.0,1294677.77,6256.75,6407.11,01057.HK,浙江世宝,16.57,19306.59,2.06,2285423928272.44
2023-07-04,301.0,-614.52,41699.0,1397312.22,5898.55,6513.07,01057.HK,浙江世宝,30.39,19415.68,0.57,2294842992550.48,1725.0,1069.22,40275.0,1295746.99,6041.19,4971.97,01057.HK,浙江世宝,30.39,19415.68,0.57,2300635942885.55
2023-07-05,5083.0,4565.51,36917.0,1401877.73,9635.68,5070.17,00187.HK,京城机电股份,12.45,19110.38,-1.57,2256493735721.36,5094.0,4675.24,36906.0,1300422.23,9106.1,4430.86,00187.HK,京城机电股份,12.45,19110.38,-1.57,2262201898479.62
2023-07-06,2606.0,1991.36,39394.0,1403869.09,6475.07,4483.71,01114.HK,BRILLIANCECHI,14.98,18533.05,-3.02,2197301231392.94,1825.0,1236.18,40175.0,1301658.41,5415.41,4179.23,01114.HK,BRILLIANCECHI,14.98,18533.05,-3.02,2202889696647.26
2023-07-07,-924.0,-1908.92,42924.0,1401960.17,5545.2,7454.12,09966.HK,康宁杰瑞制药-B,14.81,18365.7,-0.9,2177464102725.52,-1348.0,-2282.19,43348.0,1299376.22,5132.95,7415.14,09966.HK,康宁杰瑞制药-B,14.81,18365.7,-0.9,2182979867902.5
2023-07-10,-447.0,-1148.25,42447.0,1400811.92,3536.18,4684.43,02291.HK,心泰医疗,7.14,18479.72,0.62,2187739195059.54,448.0,-50.0,41552.0,1299326.22,3823.1,3873.1,02291.HK,心泰医疗,7.14,18479.72,0.62,2193283629835.84
2023-07-11,-638.0,-1517.98,42638.0,1399293.94,4945.38,6463.36,01057.HK,浙江世宝,36.36,18659.83,0.97,2208727886349.71,78.0,-560.89,41922.0,1298765.33,3965.77,4526.66,01057.HK,浙江世宝,36.36,18659.83,0.97,2214269242593.53
2023-07-12,499.0,-302.91,41501.0,1398991.03,5281.5,5584.41,00189.HK,东岳集团,10.43,18860.95,1.08,2222908199755.16,792.0,229.42,41208.0,1298994.75,4554.76,4325.34,00189.HK,东岳集团,10.43,18860.95,1.08,2228374074799.48
2023-07-13,-491.0,-1514.12,42491.0,1397476.91,7224.62,8738.74,00826.HK,天工国际,15.84,19350.62,2.6,2274643606924.65,1829.0,1187.19,40171.0,1300181.94,7274.86,6087.67,00826.HK,天工国际,15.84,19350.62,2.6,2280259528119.02
2023-07-14,153.0,-749.59,41847.0,1396727.32,6015.76,6765.35,02402.HK,亿华通,9.45,19413.78,0.33,2282461560302.85,664.0,75.02,41336.0,1300256.96,5059.95,4984.93,02402.HK,亿华通,9.45,19413.78,0.33,2288074707719.39
2023-07-18,2154.0,1346.83,39846.0,1398074.15,7449.95,6103.12,00187.HK,京城机电股份,14.38,19015.72,-2.05,2236804403680.26,540.0,-170.7,41460.0,1300086.26,5635.71,5806.41,00187.HK,京城机电股份,14.38,19015.72,-2.05,2242347769501.87
2023-07-19,8034.0,7502.33,33966.0,1405576.48,12436.85,4934.52,00136.HK,中国儒意,12.61,18952.31,-0.33,2232233602455.35,9192.0,8975.51,32808.0,1309061.77,12982.47,4006.96,00136.HK,中国儒意,12.61,18952.31,-0.33,2237813527543.01
2023-07-20,-4665.0,-5884.48,46665.0,1399692.0,4800.93,10685.41,02150.HK,奈雪的茶,10.46,18928.02,-0.13,2228030267492.74,-6679.0,-7949.07,48679.0,1301112.7,4124.31,12073.38,02150.HK,奈雪的茶,10.46,18928.02,-0.13,2233709825711.73
2023-07-21,1123.0,401.190000000001,40877.0,1400093.19,4586.85,4185.66,01548.HK,金斯瑞生物科技,12.17,19075.26,0.78,2243869028179.24,633.0,98.61,41367.0,1301211.31,3690.29,3591.68,01548.HK,金斯瑞生物科技,12.17,19075.26,0.78,2249548670748.09
2023-07-24,5382.0,4790.15,36618.0,1404883.34,9118.05,4327.9,00995.HK,安徽皖通高速公路,9.89,18668.15,-2.13,2209238801262.06,5342.0,5006.36,36658.0,1306217.67,9432.93,4426.57,00995.HK,安徽皖通高速公路,9.89,18668.15,-2.13,2214880125437.5
2023-07-25,-687.0,-2082.36,42687.0,1402800.98,10452.37,12534.73,06098.HK,碧桂园服务,26.45,19434.4,4.1,2296429681041.28,-2746.0,-4038.19,44746.0,1302179.48,8258.07,12296.26,06098.HK,碧桂园服务,26.45,19434.4,4.1,2302206941481.22
2023-07-26,4359.0,3655.35,37641.0,1406456.33,8815.89,5160.54,01053.HK,重庆钢铁股份,10.39,19365.14,-0.36,2290672190903.88,4538.0,4128.02,37462.0,1306307.5,8282.17,4154.15,01053.HK,重庆钢铁股份,10.39,19365.14,-0.36,2296450959258.28
2023-07-27,-15.0,-1162.9,42015.0,1405293.43,7956.18,9119.08,09868.HK,小鹏汽车-W,33.88,19639.11,1.41,2320104241887.51,-1432.0,-2518.13,43432.0,1303789.37,6604.52,9122.65,09868.HK,小鹏汽车-W,33.88,19639.11,1.41,2325973744512.45
2023-07-28,4740.0,3718.86,37260.0,1409012.29,13522.42,9803.56,01797.HK,东方甄选,28.81,19916.56,1.41,2364668093375.26,4487.0,3590.8,37513.0,1307380.17,12519.59,8928.79,01797.HK,东方甄选,28.81,19916.56,1.41,2370602810156.68
2023-07-31,-223.0,-1779.79,42223.0,1407232.5,15559.83,17339.62,03990.HK,美的置业,13.45,20078.94,0.82,2379056059699.26,-2654.0,-4181.03,44654.0,1303199.14,12791.2,16972.23,03990.HK,美的置业,13.45,20078.94,0.82,2385051775367.44
2023-08-01,4989.0,4126.67,37011.0,1411359.17,13388.98,9262.31,01053.HK,重庆钢铁股份,11.49,20011.12,-0.34,2374542623421.78,5961.0,5353.34,36039.0,1308552.48,14238.13,8884.79,01053.HK,重庆钢铁股份,11.49,20011.12,-0.34,2380527806788.3
2023-08-02,1125.0,84.200000000001,40875.0,1411443.37,8760.79,8676.59,06098.HK,碧桂园服务,17.98,19517.38,-2.47,2318442501105.51,1156.0,318.230000000001,40844.0,1308870.71,8176.14,7857.91,06098.HK,碧桂园服务,17.98,19517.38,-2.47,2324312761560.31
2023-08-03,2757.0,1862.01,39243.0,1413305.38,7501.48,5639.47,01456.HK,国联证券,16.84,19420.87,-0.49,2314265882380.46,2192.0,1559.28,39808.0,1310429.99,6593.55,5034.27,01456.HK,国联证券,16.84,19420.87,-0.49,2320148545951.78
2023-08-04,-926.0,-2197.09,42926.0,1411108.29,8909.94,11107.03,01896.HK,猫眼娱乐,17.05,19539.46,0.61,2336609985819.82,-2331.0,-3539.44,44331.0,1306890.55,7233.08,10772.52,01896.HK,猫眼娱乐,17.05,19539.46,0.61,2342449721048.03
2023-08-07,3691.0,2841.36,38309.0,1413949.65,7959.2,5117.84,09857.HK,柠萌影视,7.28,19537.92,-0.01,2324318348928.18,2310.0,1594.87,39690.0,1308485.42,7870.12,6275.25,09857.HK,柠萌影视,7.28,19537.92,-0.01,2330063440610.21
2023-08-08,4256.0,3340.78,37744.0,1417290.43,9702.65,6361.87,00187.HK,京城机电股份,22.97,19184.17,-1.81,2295124176100.99,4595.0,3988.75,37405.0,1312474.17,9768.53,5779.78,00187.HK,京城机电股份,22.97,19184.17,-1.81,2300822100020.48
2023-08-09,-330.0,-1610.71,42330.0,1415679.72,6311.68,7922.39,06855.HK,亚盛医药-B,16.24,19246.03,0.32,2307930589535.74,-3987.0,-5270.06,45987.0,1307204.11,4705.13,9975.19,06855.HK,亚盛医药-B,16.24,19246.03,0.32,2313626878494.74
2023-08-10,1517.0,615.03,40483.0,1416294.75,6168.99,5553.96,03668.HK,兖煤澳大利亚,6.16,19248.26,0.01,2312230827325.38,1806.0,1160.5,40194.0,1308364.61,4739.89,3579.39,03668.HK,兖煤澳大利亚,6.16,19248.26,0.01,2317930086584.58
2023-08-11,5398.0,4737.11,36602.0,1421031.86,10192.57,5455.46,01268.HK,美东汽车,14.05,19075.19,-0.9,2283472980235.67,3002.0,2441.87,38998.0,1310806.48,7150.01,4708.14,01268.HK,美东汽车,14.05,19075.19,-0.9,2289089517345.05
2023-08-14,5464.0,4590.39,36536.0,1425622.25,9629.92,5039.53,00973.HK,L'OCCITANE,8.82,18773.55,-1.58,2258895061862.85,4945.0,4254.03,37055.0,1315060.51,9004.16,4750.13,00973.HK,L'OCCITANE,8.82,18773.55,-1.58,2264446690954.27
2023-08-15,3972.0,3278.07,38028.0,1428900.32,7419.86,4141.79,01952.HK,云顶新耀-B,7.57,18581.11,-1.03,2248276651634.35,4022.0,3514.04,37978.0,1318574.55,6982.63,3468.59,01952.HK,云顶新耀-B,7.57,18581.11,-1.03,2253765562321.59
2023-08-16,696.0,-400.150000000001,41304.0,1428500.17,7601.91,8002.06,03377.HK,远洋集团,8.82,18329.3,-1.36,2226213895229.09,-1577.0,-2642.9,43577.0,1315931.65,5582.98,8225.88,03377.HK,远洋集团,8.82,18329.3,-1.36,2231658587721.27
2023-08-17,5850.0,4994.39,36150.0,1433494.56,9213.61,4219.22,03933.HK,联邦制药,16.99,18326.63,-0.01,2239961825940.27,5652.0,4943.44,36348.0,1320875.09,9094.63,4151.19,03933.HK,联邦制药,16.99,18326.63,-0.01,2245386946221.78
2023-08-18,1626.0,783.68,40374.0,1434278.24,7711.38,6927.7,01057.HK,浙江世宝,9.34,17950.85,-2.05,2204310509980.73,-3751.0,-4874.85,45751.0,1316000.24,5666.45,10541.3,01057.HK,浙江世宝,9.34,17950.85,-2.05,2209674316046.8
2023-08-21,5156.0,4555.14,36844.0,1438833.38,9583.67,5028.53,02469.HK,粉笔,17.78,17623.29,-1.82,2170882872010.84,5489.0,5009.58,36511.0,1321009.82,10187.78,5178.2,02469.HK,粉笔,17.78,17623.29,-1.82,2176112250753.84
2023-08-22,3355.0,2503.7,38645.0,1441337.08,9453.19,6949.49,00667.HK,中国东方教育,14.93,17791.01,0.95,2198586903346.43,-832.0,-1769.22,42832.0,1319240.6,5802.67,7571.89,00667.HK,中国东方教育,14.93,17791.01,0.95,2203872970693.78
2023-08-23,3262.0,2547.95,38738.0,1443885.03,7081.45,4533.5,02020.HK,安踏体育,9.72,17845.92,0.31,2200171206915.91,1163.0,573.63,40837.0,1319814.23,5273.24,4699.61,02020.HK,安踏体育,9.72,17845.92,0.31,2205403946325.61
2023-08-24,3148.0,2262.31,38852.0,1446147.34,9455.51,7193.2,00667.HK,中国东方教育,14.06,18212.17,2.05,2252033212173.28,2879.0,2183.95,39121.0,1321998.18,7643.37,5459.42,00667.HK,中国东方教育,14.06,18212.17,2.05,2257324970963.35
2023-08-25,2596.0,1846.72,39404.0,1447994.06,6702.88,4856.16,09863.HK,零跑汽车,8.95,17956.38,-1.4,2238328335948.26,2110.0,1539.26,39890.0,1323537.44,5925.46,4386.2,09863.HK,零跑汽车,8.95,17956.38,-1.4,2243546783211.79
2023-08-28,3159.0,2542.08,38841.0,1450536.14,9916.81,7374.73,09868.HK,小鹏汽车-W,10.91,18130.74,0.97,2259344870707.18,2074.0,1559.91,39926.0,1325097.35,7828.63,6268.72,09868.HK,小鹏汽车-W,10.91,18130.74,0.97,2264549911642.92
2023-08-29,2608.0,1601.3,39392.0,1452137.44,8704.39,7103.09,01357.HK,美图公司,18.85,18484.03,1.95,2305979425523.46,2160.0,1304.99,39840.0,1326402.34,7809.89,6504.9,01357.HK,美图公司,18.85,18484.03,1.95,2311282676067.89
2023-08-30,3495.0,2805.49,38505.0,1454942.93,9163.52,6358.03,00285.HK,比亚迪电子,8.59,18482.86,-0.01,2297663192298.08,2396.0,1785.31,39604.0,1328187.65,8042.17,6256.86,00285.HK,比亚迪电子,8.59,18482.86,-0.01,2302953438548.95
2023-08-31,2552.0,1712.73,39448.0,1456655.66,7966.61,6253.88,09955.HK,智云健康,11.04,18382.06,-0.55,2287605003818.99,1865.0,1117.99,40135.0,1329305.64,6876.23,5758.24,09955.HK,智云健康,11.04,18382.06,-0.55,2292805353098.1
2023-09-04,3828.0,2497.84,38172.0,1459153.5,13275.82,10777.98,01030.HK,新城发展,18.3,18844.16,2.51,2351083410762.94,2855.0,1801.01,39145.0,1331106.65,11647.75,9846.74,01030.HK,新城发展,18.3,18844.16,2.51,2356361930905.67
2023-09-05,6868.0,6200.37,35132.0,1465353.87,11921.67,5721.3,01918.HK,融创中国,25.4,18456.91,-2.06,2316436120123.23,6367.0,5798.0,35633.0,1336904.65,11564.24,5766.24,01918.HK,融创中国,25.4,18456.91,-2.06,2321650168768.63
2023-09-06,3706.0,2520.76,38294.0,1467874.63,10350.52,7829.76,01918.HK,融创中国,68.35,18449.98,-0.04,2324562200783.11,2613.0,1647.23,39387.0,1338551.88,8962.89,7315.66,01918.HK,融创中国,68.35,18449.98,-0.04,2329809471259.74
2023-09-07,4801.0,3959.03,37199.0,1471833.66,11520.63,7561.6,00535.HK,金地商置,14.67,18202.07,-1.34,2297138582107.49,3666.0,3087.74,38334.0,1341639.62,8659.62,5571.88,00535.HK,金地商置,14.67,18202.07,-1.34,2302346962754.48
2023-09-11,-3363.0,-5059.78,45363.0,1466773.88,8945.26,14005.04,01942.HK,马可数字科技,46.72,18096.45,-0.58,2312290930786.77,-3771.0,-5196.68,45771.0,1336442.94,7098.28,12294.96,01942.HK,马可数字科技,46.72,18096.45,-0.58,2317473613314.77
2023-09-12,4183.0,3315.61,37817.0,1470089.49,10143.25,6827.64,03377.HK,远洋集团,82.42,18025.89,-0.39,2304192358231.82,4046.0,3413.67,37954.0,1339856.61,8666.36,5252.69,03377.HK,远洋集团,82.42,18025.89,-0.39,2309401200358.09
2023-09-13,-120.0,-1236.56,42120.0,1468852.93,7290.31,8526.87,01563.HK,友联国际教育租赁,31.58,18009.22,-0.09,2300557820194.88,214.0,-530.52,41786.0,1339326.09,5055.87,5586.39,01563.HK,友联国际教育租赁,31.58,18009.22,-0.09,2305745934779.36
2023-09-14,2226.0,1216.92,39774.0,1470069.85,8224.42,7007.5,01563.HK,友联国际教育租赁,43.2,18047.92,0.21,2321196245009.51,2094.0,1395.22,39906.0,1340721.31,6147.04,4751.82,01563.HK,友联国际教育租赁,43.2,18047.92,0.21,2326359596109.86
2023-09-15,1152.0,54.92,40848.0,1470124.77,7645.47,7590.55,01563.HK,友联国际教育租赁,50.28,18182.89,0.75,2334319854443.22,1815.0,1139.48,40185.0,1341860.79,6235.59,5096.11,01563.HK,友联国际教育租赁,50.28,18182.89,0.75,2339409536314.07
2023-09-18,5350.0,4580.18,36650.0,1474704.95,10075.87,5495.69,02416.HK,易点云,56.56,17930.55,-1.39,2315790777674.14,4695.0,4152.94,37305.0,1346013.73,8506.89,4353.95,02416.HK,易点云,56.56,17930.55,-1.39,2320893451345.85
2023-09-19,2688.0,1723.86,39312.0,1476428.81,8154.24,6430.38,01563.HK,友联国际教育租赁,32.61,17997.17,0.37,2325728388698.56,2485.0,1762.57,39515.0,1347776.3,6560.54,4797.97,01563.HK,友联国际教育租赁,32.61,17997.17,0.37,2330806456844.46
2023-09-20,2708.0,1935.54,39292.0,1478364.35,6559.78,4624.24,02157.HK,乐普生物-B,13.93,17885.6,-0.62,2309075578801.47,1899.0,1263.89,40101.0,1349040.19,5409.4,4145.51,02157.HK,乐普生物-B,13.93,17885.6,-0.62,2314144037405.49
2023-09-21,3048.0,2225.01,38952.0,1480589.36,8000.9,5775.89,02416.HK,易点云,32.55,17655.41,-1.29,2283155365230.59,1696.0,1019.37,40304.0,1350059.56,5442.59,4423.22,02416.HK,易点云,32.55,17655.41,-1.29,2288135858501.33
2023-09-22,-1108.0,-2442.91,43108.0,1478146.45,7112.5,9555.41,01516.HK,融创服务,37.04,18057.45,2.28,2332741297942.47,-640.0,-1784.68,42640.0,1348274.88,6755.41,8540.09,01516.HK,融创服务,37.04,18057.45,2.28,2337763388650.4
2023-09-25,3940.0,3217.61,38060.0,1481364.06,8880.33,5662.72,01176.HK,珠光控股,16.05,17729.29,-1.82,2296941909854.3,3358.0,2815.72,38642.0,1351090.6,7244.99,4429.27,01176.HK,珠光控股,16.05,17729.29,-1.82,2301865497643.65
2023-09-26,529.0,-297.650000000001,41471.0,1481066.41,6386.9,6684.55,01164.HK,中广核矿业,11.81,17466.9,-1.48,2266729355478.21,1138.0,456.389999999999,40862.0,1351546.99,5982.73,5526.34,01164.HK,中广核矿业,11.81,17466.9,-1.48,2271636263511.41
2023-09-27,2330.0,1611.2,39670.0,1482677.61,6441.1,4829.9,00636.HK,嘉里物流,21.43,17611.87,0.83,2283336267940.01,2557.0,2070.81,39443.0,1353617.8,5646.75,3575.94,00636.HK,嘉里物流,21.43,17611.87,0.83,2288227123534.62
2023-09-28,3085.0,2407.49,38915.0,1485085.1,7297.99,4890.5,00467.HK,联合能源集团,7.41,17373.03,-1.36,2268388818316.94,2264.0,1721.42,39736.0,1355339.22,5577.8,3856.38,00467.HK,联合能源集团,7.41,17373.03,-1.36,2273241145587.64
2023-10-09,1674.0,1050.97,40326.0,1486136.07,4642.44,3591.47,01244.HK,3DMEDICINES,34.38,17517.4,0.18,2274985337162.66,1352.0,991.58,40648.0,1356330.8,3315.55,2323.97,01244.HK,3DMEDICINES,34.38,17517.4,0.18,2279728854396.83
2023-10-10,4330.0,3682.32,37670.0,1489818.39,10074.39,6392.07,01357.HK,美图公司,11.56,17664.73,0.84,2281702301798.79,2980.0,2544.11,39020.0,1358874.91,6377.73,3833.62,01357.HK,美图公司,11.56,17664.73,0.84,2286449945616.72
2023-10-11,1423.0,547.88,40577.0,1490366.27,7594.77,7046.89,01478.HK,丘钛科技,23.81,17893.1,1.29,2315050248220.96,1430.0,785.29,40570.0,1359660.2,5635.26,4849.97,01478.HK,丘钛科技,23.81,17893.1,1.29,2319847001236.58
2023-10-12,-2406.0,-3759.44,44406.0,1486606.83,7113.99,10873.43,01563.HK,友联国际教育租赁,35.34,18238.21,1.93,2355166117163.74,-836.0,-1723.87,42836.0,1357936.33,5547.77,7271.64,01563.HK,友联国际教育租赁,35.34,18238.21,1.93,2360059146119.17
2023-10-13,2671.0,1887.15,39329.0,1488493.98,7795.7,5908.55,02411.HK,百果园集团,7.53,17813.45,-2.33,2315605619102.02,2680.0,2129.88,39320.0,1360066.21,6095.32,3965.44,02411.HK,百果园集团,7.53,17813.45,-2.33,2320431433989.04
2023-10-16,2788.0,2014.64,39212.0,1490508.62,8066.38,6051.74,00719.HK,山东新华制药股份,10.93,17640.36,-0.97,2289268129011.65,2586.0,2042.36,39414.0,1362108.57,6580.07,4537.71,00719.HK,山东新华制药股份,10.93,17640.36,-0.97,2294057328713.84
2023-10-17,670.0,-122.280000000001,41330.0,1490386.34,4842.36,4964.64,01468.HK,京基金融国际,11.63,17773.34,0.75,2305110062826.3,1270.0,655.639999999999,40730.0,1362764.21,4943.99,4288.35,01468.HK,京基金融国际,11.63,17773.34,0.75,2309922475434.47
2023-10-18,-1259.0,-2356.42,43259.0,1488029.92,6044.97,8401.39,06088.HK,FITHONTENG,17.27,17732.52,-0.23,2292402683029.2,-1145.0,-1970.52,43145.0,1360793.69,4605.78,6576.3,06088.HK,FITHONTENG,17.27,17732.52,-0.23,2297132347003.51
2023-10-19,2208.0,1438.63,39792.0,1489468.55,7148.0,5709.37,00650.HK,普达特科技,42.42,17295.89,-2.46,2244845488036.47,1123.0,353.71,40877.0,1361147.4,6392.04,6038.33,00650.HK,普达特科技,42.42,17295.89,-2.46,2249528774909.13
2023-10-20,2323.0,1525.33,39677.0,1490993.88,6999.87,5474.54,02416.HK,易点云,9.22,17172.13,-0.72,2228829083705.25,1114.0,342.99,40886.0,1361490.39,5311.37,4968.38,02416.HK,易点云,9.22,17172.13,-0.72,2233523333371.75
2023-10-24,4410.0,3553.04,37590.0,1494546.92,9188.65,5635.61,00650.HK,普达特科技,21.95,16991.53,-1.05,2211813694056.2,-203.0,-1227.89,42203.0,1360262.5,6691.03,7918.92,00650.HK,普达特科技,21.95,16991.53,-1.05,2216454547550.87
2023-10-25,1020.0,196.67,40980.0,1494743.59,7826.08,7629.41,01268.HK,美东汽车,11.65,17085.33,0.55,2218418573824.4,479.0,-247.870000000001,41521.0,1360014.63,6478.44,6726.31,01268.HK,美东汽车,11.65,17085.33,0.55,2223054225480.01
2023-10-26,2512.0,1693.55,39488.0,1496437.14,6761.41,5067.86,00650.HK,普达特科技,29.41,17044.61,-0.24,2214117516336.42,1308.0,533.910000000001,40692.0,1360548.54,5662.39,5128.48,00650.HK,普达特科技,29.41,17044.61,-0.24,2218721282335.71
2023-10-27,2655.0,1661.2,39345.0,1498098.34,8053.34,6392.14,01952.HK,云顶新耀-B,17.42,17398.73,2.08,2259550081000.43,1536.0,750.280000000001,40464.0,1361298.82,6649.06,5898.78,01952.HK,云顶新耀-B,17.42,17398.73,2.08,2264257770246.2
2023-10-30,2502.0,1324.4,39498.0,1499422.74,9413.67,8089.27,09877.HK,健世科技-B,37.66,17406.36,0.04,2267222731283.47,1819.0,922.709999999999,40181.0,1362221.53,8205.63,7282.92,09877.HK,健世科技-B,37.66,17406.36,0.04,2271978109270.08
2023-10-31,1866.0,926.71,40134.0,1500349.45,6875.44,5948.73,00650.HK,普达特科技,31.58,17112.48,-1.69,2236005167367.85,1662.0,1008.76,40338.0,1363230.29,6208.83,5200.07,00650.HK,普达特科技,31.58,17112.48,-1.69,2240757406572.29
2023-11-01,2466.0,1573.37,39534.0,1501922.82,6216.83,4643.46,01112.HK,H&H国际控股,20.36,17101.78,-0.06,2239577056194.96,1323.0,661.13,40677.0,1363891.42,5159.03,4497.9,01112.HK,H&H国际控股,20.36,17101.78,-0.06,2244361619036.06
2023-11-02,1438.0,587.42,40562.0,1502510.24,5799.31,5211.89,02105.HK,来凯医药-B,17.52,17230.59,0.75,2251622849334.1,1050.0,352.47,40950.0,1364243.89,5583.67,5231.2,02105.HK,来凯医药-B,17.52,17230.59,0.75,2256402531682.06
2023-11-03,1547.0,520.44,40453.0,1503030.68,7212.94,6692.5,01310.HK,香港宽频,18.15,17664.12,2.52,2300690070901.98,1490.0,637.82,40510.0,1364881.71,6629.38,5991.56,01310.HK,香港宽频,18.15,17664.12,2.52,2305430459506.73
